Retailer,Retailer ID,Invoice Date,Region,State,City,Product,Price per Unit,Units Sold,Total Sales,Operating Profit,Sales Method,Month,Year
West Gear,1185732,2021-07-10,West,Utah,Salt Lake City,Men's Athletic Footwear,29.0,160,464.0,223.0,Online,2021-07-01,2021-01-01
West Gear,1128299,2021-05-18,South,Louisiana,New Orleans,Men's Street Footwear,43.0,160,688.0,365.0,Online,2021-05-01,2021-01-01
Kohl's,1128299,2021-07-25,West,New Mexico,Albuquerque,Women's Street Footwear,58.0,160,928.0,445.0,Online,2021-07-01,2021-01-01
Kohl's,1128299,2021-11-26,West,New Mexico,Albuquerque,Men's Street Footwear,58.0,160,928.0,455.0,Online,2021-11-01,2021-01-01
Sports Direct,1128299,2021-05-14,Southeast,Georgia,Atlanta,Men's Street Footwear,47.0,160,752.0,406.0,Online,2021-05-01,2021-01-01
Sports Direct,1185732,2021-10-04,Southeast,North Carolina,Charlotte,Women's Athletic Footwear,34.0,160,544.0,294.0,Online,2021-10-01,2021-01-01
Walmart,1197831,2021-06-21,South,Arkansas,Little Rock,Women's Apparel,54.0,160,864.0,467.0,Online,2021-06-01,2021-01-01
Sports Direct,1185732,2021-07-08,Midwest,North Dakota,Fargo,Men's Street Footwear,48.0,160,768.0,376.0,Online,2021-07-01,2021-01-01
West Gear,1185732,2021-06-03,Midwest,Wisconsin,Milwaukee,Men's Street Footwear,32.0,160,512.0,225.0,Online,2021-06-01,2021-01-01
West Gear,1185732,2021-02-10,Midwest,Wisconsin,Milwaukee,Men's Street Footwear,34.0,160,544.0,299.0,Online,2021-02-01,2021-01-01
Foot Locker,1185732,2021-05-13,Northeast,Delaware,Wilmington,Men's Street Footwear,51.0,160,816.0,392.0,Online,2021-05-01,2021-01-01
Sports Direct,1197831,2020-07-29,South,Texas,Houston,Men's Apparel,28.0,160,448.0,148.0,Outlet,2020-07-01,2020-01-01
Sports Direct,1197831,2021-10-13,South,Texas,Dallas,Women's Athletic Footwear,50.0,160,800.0,416.0,Outlet,2021-10-01,2021-01-01
Sports Direct,1197831,2021-05-19,South,Tennessee,Knoxville,Men's Apparel,38.0,160,608.0,286.0,Outlet,2021-05-01,2021-01-01
Foot Locker,1128299,2021-03-22,West,Arizona,Phoenix,Men's Street Footwear,29.0,160,464.0,186.0,Outlet,2021-03-01,2021-01-01
Kohl's,1128299,2021-07-25,West,New Mexico,Albuquerque,Men's Apparel,40.0,160,640.0,205.0,Outlet,2021-07-01,2021-01-01
Kohl's,1128299,2021-07-25,West,New Mexico,Albuquerque,Women's Apparel,49.0,160,784.0,251.0,Outlet,2021-07-01,2021-01-01
Sports Direct,1128299,2021-12-25,West,New Mexico,Albuquerque,Women's Athletic Footwear,45.0,160,720.0,288.0,Outlet,2021-12-01,2021-01-01
Foot Locker,1128299,2021-12-12,Southeast,Georgia,Atlanta,Women's Apparel,47.0,160,752.0,226.0,Outlet,2021-12-01,2021-01-01
Foot Locker,1185732,2021-02-18,South,Mississippi,Jackson,Women's Apparel,20.0,160,320.0,182.0,Outlet,2021-02-01,2021-01-01
Walmart,1185732,2021-09-16,South,Mississippi,Jackson,Women's Apparel,26.0,160,416.0,233.0,Outlet,2021-09-01,2021-01-01
Sports Direct,1185732,2021-12-06,Northeast,Rhode Island,Providence,Men's Street Footwear,48.0,160,768.0,300.0,Outlet,2021-12-01,2021-01-01
Foot Locker,1185732,2021-06-06,Midwest,Illinois,Chicago,Men's Street Footwear,44.0,158,695.0,355.0,Online,2021-06-01,2021-01-01
Sports Direct,1197831,2021-08-13,Midwest,Illinois,Chicago,Women's Street Footwear,27.0,158,427.0,175.0,Online,2021-08-01,2021-01-01
Sports Direct,1197831,2021-10-20,South,Texas,Dallas,Men's Apparel,58.0,158,916.0,458.0,Online,2021-10-01,2021-01-01
Foot Locker,1185732,2021-12-03,Northeast,Pennsylvania,Philadelphia,Men's Street Footwear,60.0,158,948.0,626.0,Online,2021-12-01,2021-01-01
West Gear,1128299,2020-01-08,West,Nevada,Las Vegas,Men's Street Footwear,34.0,158,537.0,269.0,Online,2020-01-01,2020-01-01
Kohl's,1189833,2021-01-03,Midwest,Montana,Billings,Men's Street Footwear,34.0,158,537.0,306.0,Online,2021-01-01,2021-01-01
Sports Direct,1197831,2021-09-25,South,Alabama,Birmingham,Men's Athletic Footwear,29.0,158,458.0,289.0,Online,2021-09-01,2021-01-01
Amazon,1185732,2021-11-11,Northeast,Maine,Portland,Men's Street Footwear,54.0,158,853.0,401.0,Online,2021-11-01,2021-01-01
Foot Locker,1128299,2021-05-11,West,Hawaii,Honolulu,Men's Street Footwear,51.0,158,806.0,298.0,Online,2021-05-01,2021-01-01
Walmart,1128299,2021-11-10,West,Hawaii,Honolulu,Men's Street Footwear,51.0,158,806.0,298.0,Online,2021-11-01,2021-01-01
Sports Direct,1185732,2021-06-17,Midwest,Michigan,Detroit,Women's Athletic Footwear,43.0,158,679.0,326.0,Online,2021-06-01,2021-01-01
Sports Direct,1185732,2021-07-15,Midwest,Michigan,Detroit,Women's Athletic Footwear,47.0,158,743.0,334.0,Online,2021-07-01,2021-01-01
West Gear,1128299,2021-05-25,West,Oregon,Portland,Women's Apparel,54.0,158,853.0,384.0,Online,2021-05-01,2021-01-01
West Gear,1128299,2021-06-24,West,Oregon,Portland,Women's Athletic Footwear,74.0,158,1169.0,585.0,Online,2021-06-01,2021-01-01
Sports Direct,1185732,2021-03-02,Southeast,North Carolina,Charlotte,Men's Apparel,37.0,158,585.0,263.0,Online,2021-03-01,2021-01-01
Amazon,1185732,2021-02-11,Southeast,North Carolina,Charlotte,Women's Street Footwear,23.0,158,363.0,182.0,Online,2021-02-01,2021-01-01
Amazon,1185732,2021-08-10,Midwest,Ohio,Columbus,Women's Athletic Footwear,41.0,158,648.0,330.0,Online,2021-08-01,2021-01-01
Foot Locker,1185732,2021-12-21,Southeast,Kentucky,Louisville,Men's Street Footwear,59.0,158,932.0,513.0,Online,2021-12-01,2021-01-01
Foot Locker,1185732,2021-01-20,Southeast,Kentucky,Louisville,Women's Street Footwear,18.0,158,284.0,156.0,Online,2021-01-01,2021-01-01
Foot Locker,1185732,2021-01-20,Southeast,Kentucky,Louisville,Women's Apparel,29.0,158,458.0,284.0,Online,2021-01-01,2021-01-01
Sports Direct,1185732,2021-11-17,South,Mississippi,Jackson,Women's Apparel,68.0,158,1074.0,655.0,Online,2021-11-01,2021-01-01
Foot Locker,1185732,2021-02-12,Midwest,Kansas,Wichita,Men's Street Footwear,37.0,158,585.0,292.0,Online,2021-02-01,2021-01-01
West Gear,1185732,2021-08-03,Midwest,Wisconsin,Milwaukee,Men's Street Footwear,46.0,158,727.0,305.0,Online,2021-08-01,2021-01-01
Foot Locker,1185732,2021-03-13,Northeast,Delaware,Wilmington,Men's Street Footwear,36.0,158,569.0,262.0,Online,2021-03-01,2021-01-01
West Gear,1128299,2020-12-29,West,California,San Francisco,Men's Apparel,47.0,158,743.0,416.0,Outlet,2020-12-01,2020-01-01
Sports Direct,1197831,2021-09-25,South,Texas,Dallas,Women's Athletic Footwear,38.0,158,600.0,324.0,Outlet,2021-09-01,2021-01-01
Sports Direct,1197831,2021-09-26,South,Texas,Dallas,Men's Apparel,43.0,158,679.0,279.0,Outlet,2021-09-01,2021-01-01
West Gear,1128299,2020-01-02,Northeast,Pennsylvania,Philadelphia,Men's Street Footwear,27.0,158,427.0,179.0,Outlet,2020-01-01,2020-01-01
West Gear,1185732,2021-08-11,West,Utah,Salt Lake City,Women's Street Footwear,23.0,158,363.0,149.0,Outlet,2021-08-01,2021-01-01
West Gear,1185732,2021-09-12,West,Utah,Salt Lake City,Men's Athletic Footwear,19.0,158,300.0,114.0,Outlet,2021-09-01,2021-01-01
West Gear,1185732,2021-11-11,West,Utah,Salt Lake City,Women's Apparel,35.0,158,553.0,304.0,Outlet,2021-11-01,2021-01-01
West Gear,1128299,2021-09-25,West,Oregon,Portland,Men's Athletic Footwear,43.0,158,679.0,258.0,Outlet,2021-09-01,2021-01-01
West Gear,1128299,2021-11-17,South,Louisiana,New Orleans,Women's Street Footwear,30.0,158,474.0,218.0,Outlet,2021-11-01,2021-01-01
West Gear,1197831,2021-06-04,West,Idaho,Boise,Men's Apparel,43.0,158,679.0,231.0,Outlet,2021-06-01,2021-01-01
West Gear,1197831,2021-07-06,West,Idaho,Boise,Women's Athletic Footwear,38.0,158,600.0,318.0,Outlet,2021-07-01,2021-01-01
Sports Direct,1197831,2021-11-05,West,Idaho,Boise,Women's Athletic Footwear,43.0,158,679.0,353.0,Outlet,2021-11-01,2021-01-01
Foot Locker,1128299,2021-06-23,West,Arizona,Phoenix,Women's Apparel,46.0,158,727.0,225.0,Outlet,2021-06-01,2021-01-01
Sports Direct,1128299,2021-06-13,Southeast,Georgia,Atlanta,Women's Street Footwear,39.0,158,616.0,234.0,Outlet,2021-06-01,2021-01-01
Walmart,1185732,2021-08-17,South,Mississippi,Jackson,Men's Apparel,35.0,158,553.0,232.0,Outlet,2021-08-01,2021-01-01
Walmart,1185732,2021-09-16,South,Mississippi,Jackson,Men's Athletic Footwear,33.0,158,521.0,214.0,Outlet,2021-09-01,2021-01-01
Sports Direct,1185732,2021-12-16,South,Mississippi,Jackson,Women's Street Footwear,43.0,158,679.0,306.0,Outlet,2021-12-01,2021-01-01
Sports Direct,1197831,2021-01-23,South,Mississippi,Jackson,Women's Apparel,18.0,158,284.0,122.0,Outlet,2021-01-01,2021-01-01
Amazon,1185732,2021-06-12,Northeast,Vermont,Burlington,Women's Apparel,49.0,158,774.0,348.0,Outlet,2021-06-01,2021-01-01
Sports Direct,1197831,2021-05-12,South,Tennessee,Knoxville,Women's Athletic Footwear,38.0,157,597.0,370.0,Outlet,2021-05-01,2021-01-01
Sports Direct,1128299,2021-12-23,Southeast,Virginia,Richmond,Men's Apparel,59.0,157,926.0,389.0,Outlet,2021-12-01,2021-01-01
West Gear,1185732,2021-07-10,West,Utah,Salt Lake City,Women's Street Footwear,19.0,157,298.0,116.0,Outlet,2021-07-01,2021-01-01
West Gear,1128299,2021-12-23,West,Oregon,Portland,Men's Apparel,54.0,157,848.0,398.0,Outlet,2021-12-01,2021-01-01
Foot Locker,1128299,2021-07-22,West,Arizona,Phoenix,Women's Street Footwear,39.0,157,612.0,239.0,Outlet,2021-07-01,2021-01-01
Kohl's,1128299,2021-01-26,West,Arizona,Phoenix,Women's Street Footwear,32.0,157,502.0,196.0,Outlet,2021-01-01,2021-01-01
Kohl's,1128299,2021-09-27,West,New Mexico,Albuquerque,Women's Apparel,48.0,157,754.0,226.0,Outlet,2021-09-01,2021-01-01
Sports Direct,1128299,2021-07-12,Southeast,Georgia,Atlanta,Women's Apparel,51.0,157,801.0,232.0,Outlet,2021-07-01,2021-01-01
Sports Direct,1128299,2021-11-13,Southeast,Georgia,Atlanta,Women's Apparel,46.0,157,722.0,209.0,Outlet,2021-11-01,2021-01-01
Foot Locker,1185732,2021-06-18,South,Mississippi,Jackson,Women's Street Footwear,33.0,157,518.0,238.0,Outlet,2021-06-01,2021-01-01
Sports Direct,1185732,2021-12-16,South,Mississippi,Jackson,Men's Apparel,54.0,157,848.0,322.0,Outlet,2021-12-01,2021-01-01
Amazon,1185732,2021-10-12,Northeast,Vermont,Burlington,Men's Street Footwear,44.0,157,691.0,325.0,Outlet,2021-10-01,2021-01-01
Kohl's,1189833,2021-04-08,West,California,Los Angeles,Men's Athletic Footwear,49.0,156,764.0,275.0,Online,2021-04-01,2021-01-01
Kohl's,1189833,2021-05-29,West,California,Los Angeles,Men's Apparel,55.0,156,858.0,558.0,Online,2021-05-01,2021-01-01
Sports Direct,1197831,2021-09-03,South,Texas,Dallas,Women's Apparel,29.0,156,452.0,280.0,Online,2021-09-01,2021-01-01
Sports Direct,1197831,2021-10-04,South,Texas,Dallas,Men's Street Footwear,39.0,156,608.0,304.0,Online,2021-10-01,2021-01-01
West Gear,1128299,2020-07-13,West,Washington,Seattle,Men's Street Footwear,64.0,156,998.0,409.0,Online,2020-07-01,2020-01-01
Kohl's,1189833,2021-02-03,Midwest,Montana,Billings,Men's Athletic Footwear,41.0,156,640.0,275.0,Online,2021-02-01,2021-01-01
Kohl's,1189833,2021-02-15,Midwest,Montana,Billings,Men's Athletic Footwear,48.0,156,749.0,329.0,Online,2021-02-01,2021-01-01
Sports Direct,1197831,2021-08-07,South,Alabama,Birmingham,Men's Street Footwear,24.0,156,374.0,202.0,Online,2021-08-01,2021-01-01
Foot Locker,1128299,2021-06-10,West,Hawaii,Honolulu,Men's Athletic Footwear,72.0,156,1123.0,348.0,Online,2021-06-01,2021-01-01
West Gear,1128299,2021-12-16,Southeast,Florida,Orlando,Women's Apparel,87.0,156,1357.0,746.0,Online,2021-12-01,2021-01-01
West Gear,1185732,2021-04-09,Northeast,New York,Albany,Women's Apparel,41.0,156,640.0,416.0,Online,2021-04-01,2021-01-01
West Gear,1185732,2021-09-08,Northeast,New York,Albany,Women's Apparel,59.0,156,920.0,552.0,Online,2021-09-01,2021-01-01
West Gear,1185732,2021-10-10,Northeast,New York,Albany,Men's Athletic Footwear,46.0,156,718.0,330.0,Online,2021-10-01,2021-01-01
West Gear,1185732,2021-10-10,Northeast,New York,Albany,Women's Apparel,64.0,156,998.0,619.0,Online,2021-10-01,2021-01-01
Kohl's,1185732,2021-01-14,Northeast,New York,Albany,Men's Athletic Footwear,39.0,156,608.0,274.0,Online,2021-01-01,2021-01-01
Kohl's,1185732,2021-01-14,Northeast,New York,Albany,Women's Apparel,38.0,156,593.0,237.0,Online,2021-01-01,2021-01-01
Kohl's,1185732,2021-05-10,West,Wyoming,Cheyenne,Women's Apparel,52.0,156,811.0,324.0,Online,2021-05-01,2021-01-01
Foot Locker,1185732,2021-01-18,Midwest,Michigan,Detroit,Men's Street Footwear,27.0,156,421.0,211.0,Online,2021-01-01,2021-01-01
West Gear,1128299,2021-07-23,West,Oregon,Portland,Men's Apparel,84.0,156,1310.0,655.0,Online,2021-07-01,2021-01-01
Foot Locker,1128299,2021-12-16,South,Louisiana,New Orleans,Women's Athletic Footwear,72.0,156,1123.0,607.0,Online,2021-12-01,2021-01-01
Foot Locker,1197831,2021-03-06,West,Idaho,Boise,Men's Street Footwear,28.0,156,437.0,197.0,Online,2021-03-01,2021-01-01
Foot Locker,1128299,2021-06-23,West,Arizona,Phoenix,Men's Street Footwear,48.0,156,749.0,367.0,Online,2021-06-01,2021-01-01
Kohl's,1128299,2021-09-27,West,New Mexico,Albuquerque,Men's Athletic Footwear,51.0,156,796.0,406.0,Online,2021-09-01,2021-01-01
Sports Direct,1128299,2021-09-14,Southeast,Georgia,Atlanta,Men's Athletic Footwear,47.0,156,733.0,403.0,Online,2021-09-01,2021-01-01
Sports Direct,1185732,2021-01-06,Southeast,South Carolina,Charleston,Men's Apparel,42.0,156,655.0,301.0,Online,2021-01-01,2021-01-01
Sports Direct,1185732,2021-09-02,Southeast,North Carolina,Charlotte,Men's Apparel,38.0,156,593.0,273.0,Online,2021-09-01,2021-01-01
West Gear,1185732,2021-12-09,Midwest,Ohio,Columbus,Women's Apparel,74.0,156,1154.0,693.0,Online,2021-12-01,2021-01-01
Amazon,1185732,2021-03-21,Southeast,Kentucky,Louisville,Men's Street Footwear,41.0,156,640.0,326.0,Online,2021-03-01,2021-01-01
Amazon,1185732,2021-05-23,Southeast,Kentucky,Louisville,Men's Street Footwear,49.0,156,764.0,390.0,Online,2021-05-01,2021-01-01
Walmart,1185732,2021-07-16,South,Mississippi,Jackson,Men's Athletic Footwear,53.0,156,827.0,372.0,Online,2021-07-01,2021-01-01
West Gear,1197831,2021-06-21,South,Oklahoma,Oklahoma City,Men's Street Footwear,38.0,156,593.0,302.0,Online,2021-06-01,2021-01-01
Kohl's,1185732,2021-06-08,Northeast,New Jersey,Newark,Men's Street Footwear,45.0,156,702.0,323.0,Online,2021-06-01,2021-01-01
Foot Locker,1185732,2021-11-03,Northeast,Pennsylvania,Philadelphia,Men's Street Footwear,39.0,156,608.0,353.0,Outlet,2021-11-01,2021-01-01
Foot Locker,1185732,2021-03-06,Northeast,Rhode Island,Providence,Men's Street Footwear,26.0,156,406.0,150.0,Outlet,2021-03-01,2021-01-01
West Gear,1128299,2021-01-10,West,California,San Francisco,Men's Apparel,62.0,155,961.0,634.0,Online,2021-01-01,2021-01-01
West Gear,1128299,2020-03-03,West,Nevada,Las Vegas,Men's Street Footwear,57.0,155,884.0,424.0,Online,2020-03-01,2020-01-01
West Gear,1128299,2020-07-06,West,Washington,Seattle,Women's Apparel,95.0,155,1473.0,515.0,Online,2020-07-01,2020-01-01
West Gear,1128299,2020-07-10,West,Washington,Seattle,Women's Athletic Footwear,74.0,155,1147.0,505.0,Online,2020-07-01,2020-01-01
West Gear,1128299,2020-07-11,West,Washington,Seattle,Men's Apparel,71.0,155,1101.0,429.0,Online,2020-07-01,2020-01-01
Walmart,1128299,2021-05-18,Southeast,Florida,Orlando,Men's Street Footwear,58.0,155,899.0,387.0,Online,2021-05-01,2021-01-01
Walmart,1128299,2021-06-17,Southeast,Florida,Orlando,Women's Athletic Footwear,77.0,155,1194.0,501.0,Online,2021-06-01,2021-01-01
Kohl's,1185732,2021-12-08,Northeast,New York,Albany,Women's Athletic Footwear,54.0,155,837.0,343.0,Online,2021-12-01,2021-01-01
Kohl's,1185732,2021-12-08,Northeast,New York,Albany,Men's Apparel,60.0,155,930.0,428.0,Online,2021-12-01,2021-01-01
Foot Locker,1128299,2021-11-24,Southeast,Virginia,Richmond,Men's Street Footwear,42.0,155,651.0,306.0,Online,2021-11-01,2021-01-01
West Gear,1128299,2021-10-17,South,Louisiana,New Orleans,Men's Athletic Footwear,45.0,155,698.0,384.0,Online,2021-10-01,2021-01-01
Sports Direct,1185732,2021-04-03,Southeast,North Carolina,Charlotte,Men's Athletic Footwear,28.0,155,434.0,204.0,Online,2021-04-01,2021-01-01
Sports Direct,1185732,2021-12-16,South,Mississippi,Jackson,Men's Athletic Footwear,58.0,155,899.0,441.0,Online,2021-12-01,2021-01-01
West Gear,1185732,2021-06-10,Midwest,Indiana,Indianapolis,Men's Street Footwear,36.0,155,558.0,307.0,Online,2021-06-01,2021-01-01
Sports Direct,1185732,2021-06-15,Northeast,Massachusetts,Boston,Men's Street Footwear,51.0,155,791.0,332.0,Online,2021-06-01,2021-01-01
Sports Direct,1197831,2020-08-04,South,Texas,Houston,Men's Apparel,35.0,155,543.0,174.0,Outlet,2020-08-01,2020-01-01
Kohl's,1189833,2021-03-11,West,California,Los Angeles,Men's Apparel,36.0,155,558.0,329.0,Outlet,2021-03-01,2021-01-01
Sports Direct,1197831,2021-08-22,South,Texas,Dallas,Women's Apparel,26.0,155,403.0,206.0,Outlet,2021-08-01,2021-01-01
Sports Direct,1197831,2021-08-25,South,Texas,Dallas,Women's Street Footwear,20.0,155,310.0,118.0,Outlet,2021-08-01,2021-01-01
Sports Direct,1197831,2021-10-10,South,Alabama,Birmingham,Men's Apparel,40.0,155,620.0,291.0,Outlet,2021-10-01,2021-01-01
Walmart,1128299,2021-09-18,Southeast,Florida,Orlando,Men's Street Footwear,44.0,155,682.0,252.0,Outlet,2021-09-01,2021-01-01
West Gear,1128299,2021-05-25,West,Oregon,Portland,Men's Street Footwear,39.0,155,605.0,254.0,Outlet,2021-05-01,2021-01-01
West Gear,1128299,2021-11-17,South,Louisiana,New Orleans,Women's Athletic Footwear,40.0,155,620.0,285.0,Outlet,2021-11-01,2021-01-01
West Gear,1197831,2021-05-05,West,Idaho,Boise,Women's Athletic Footwear,24.0,155,372.0,186.0,Outlet,2021-05-01,2021-01-01
West Gear,1197831,2021-12-19,South,Arkansas,Little Rock,Men's Athletic Footwear,46.0,155,713.0,285.0,Outlet,2021-12-01,2021-01-01
Sports Direct,1185732,2021-04-04,Northeast,Connecticut,Hartford,Men's Street Footwear,28.0,155,434.0,200.0,Outlet,2021-04-01,2021-01-01
Sports Direct,1185732,2021-02-15,Northeast,Rhode Island,Providence,Men's Street Footwear,26.0,155,403.0,149.0,Outlet,2021-02-01,2021-01-01
Sports Direct,1185732,2021-03-13,Northeast,Massachusetts,Boston,Men's Street Footwear,28.0,155,434.0,148.0,Outlet,2021-03-01,2021-01-01
Sports Direct,1197831,2020-07-23,South,Texas,Houston,Men's Apparel,36.0,154,554.0,238.0,Online,2020-07-01,2020-01-01
West Gear,1128299,2021-01-04,West,California,San Francisco,Men's Apparel,60.0,154,924.0,610.0,Online,2021-01-01,2021-01-01
Kohl's,1189833,2021-03-22,West,California,Los Angeles,Women's Athletic Footwear,41.0,154,631.0,284.0,Online,2021-03-01,2021-01-01
Kohl's,1189833,2021-04-16,West,California,Los Angeles,Women's Athletic Footwear,41.0,154,631.0,303.0,Online,2021-04-01,2021-01-01
Sports Direct,1197831,2021-09-07,South,Texas,Dallas,Women's Athletic Footwear,34.0,154,524.0,314.0,Online,2021-09-01,2021-01-01
Foot Locker,1128299,2021-07-09,West,Hawaii,Honolulu,Women's Apparel,96.0,154,1478.0,769.0,Online,2021-07-01,2021-01-01
West Gear,1185732,2021-02-10,Northeast,New York,Albany,Men's Apparel,50.0,154,770.0,354.0,Online,2021-02-01,2021-01-01
West Gear,1185732,2021-11-09,Northeast,New York,Albany,Men's Apparel,62.0,154,955.0,430.0,Online,2021-11-01,2021-01-01
Sports Direct,1128299,2021-12-23,Southeast,Virginia,Richmond,Women's Street Footwear,64.0,154,986.0,473.0,Online,2021-12-01,2021-01-01
Sports Direct,1185732,2021-01-19,Southeast,Virginia,Richmond,Men's Athletic Footwear,34.0,154,524.0,267.0,Online,2021-01-01,2021-01-01
Kohl's,1128299,2021-04-26,West,New Mexico,Albuquerque,Men's Street Footwear,51.0,154,785.0,353.0,Online,2021-04-01,2021-01-01
Kohl's,1128299,2021-06-26,West,New Mexico,Albuquerque,Men's Athletic Footwear,54.0,154,832.0,432.0,Online,2021-06-01,2021-01-01
Amazon,1185732,2021-07-09,Midwest,Ohio,Columbus,Men's Apparel,59.0,154,909.0,418.0,Online,2021-07-01,2021-01-01
West Gear,1197831,2021-03-19,South,Oklahoma,Oklahoma City,Men's Street Footwear,19.0,154,293.0,146.0,Online,2021-03-01,2021-01-01
Foot Locker,1185732,2021-07-11,Midwest,South Dakota,Sioux Falls,Men's Street Footwear,47.0,154,724.0,333.0,Online,2021-07-01,2021-01-01
West Gear,1185732,2021-09-18,Northeast,West Virginia,Charleston,Men's Street Footwear,34.0,154,524.0,267.0,Online,2021-09-01,2021-01-01
Amazon,1185732,2021-05-10,Northeast,Vermont,Burlington,Men's Street Footwear,55.0,154,847.0,483.0,Online,2021-05-01,2021-01-01
Amazon,1185732,2021-04-18,Northeast,New Hampshire,Manchester,Men's Street Footwear,48.0,154,739.0,392.0,Online,2021-04-01,2021-01-01
Amazon,1185732,2021-09-17,Northeast,New Hampshire,Manchester,Men's Street Footwear,59.0,154,909.0,472.0,Online,2021-09-01,2021-01-01
Amazon,1185732,2021-03-20,West,Alaska,Anchorage,Men's Street Footwear,53.0,153,811.0,397.0,Online,2021-03-01,2021-01-01
Kohl's,1197831,2021-03-12,Midwest,Kansas,Wichita,Men's Street Footwear,20.0,153,306.0,150.0,Online,2021-03-01,2021-01-01
Sports Direct,1197831,2021-08-28,South,Texas,Dallas,Women's Apparel,27.0,153,413.0,223.0,Outlet,2021-08-01,2021-01-01
Sports Direct,1197831,2021-09-08,South,Texas,Dallas,Men's Apparel,38.0,153,581.0,209.0,Outlet,2021-09-01,2021-01-01
Walmart,1128299,2021-06-17,Southeast,Florida,Orlando,Men's Apparel,71.0,153,1086.0,239.0,Outlet,2021-06-01,2021-01-01
Foot Locker,1128299,2021-09-25,Southeast,Virginia,Richmond,Men's Athletic Footwear,43.0,153,658.0,257.0,Outlet,2021-09-01,2021-01-01
Sports Direct,1185732,2021-02-17,Southeast,Virginia,Richmond,Men's Athletic Footwear,27.0,153,413.0,186.0,Outlet,2021-02-01,2021-01-01
